id,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
25247,Thailand2011,0.721,"370,818,747,397",6153.0,Millenials
25248,Thailand2011,0.721,"370,818,747,397",6153.0,Silent
25249,Thailand2011,0.721,"370,818,747,397",,Boomers
25250,Thailand2011,0.721,"370,818,747,397",6153.0,Generation X
25251,Thailand2011,0.721,"370,818,747,397",,Millenials
25252,Thailand2011,0.721,"370,818,747,397",,Millenials
25253,Thailand2011,0.721,"370,818,747,397",6153.0,Generation Z
25254,Thailand2011,0.721,"370,818,747,397",6153.0,Generation Z
25255,Thailand2012,0.724,"397,558,094,270",6584.0,Silent
25256,Thailand2012,0.724,"397,558,094,270",6584.0,Millenials
25257,Thailand2012,0.724,"397,558,094,270",6584.0,Boomers
25258,Thailand2012,0.724,"397,558,094,270",6584.0,Generation X
25259,Thailand2012,0.724,"397,558,094,270",,Millenials
25260,Thailand2012,0.724,"397,558,094,270",6584.0,Boomers
25261,Thailand2012,0.724,"397,558,094,270",6584.0,Silent
25262,Thailand2012,0.724,"397,558,094,270",6584.0,Generation X
25263,Thailand2012,0.724,"397,558,094,270",6584.0,Millenials
25264,Thailand2012,0.724,"397,558,094,270",6584.0,Millenials
25265,Thailand2012,0.724,"397,558,094,270",,Generation Z
25266,Thailand2012,0.724,"397,558,094,270",6584.0,Generation Z
25267,Thailand2013,0.724,"420,333,333,333",,Silent
25268,Thailand2013,0.724,"420,333,333,333",6917.0,Millenials
25269,Thailand2013,0.724,"420,333,333,333",6917.0,Generation X
25270,Thailand2013,0.724,"420,333,333,333",6917.0,Boomers
25271,Thailand2013,0.724,"420,333,333,333",6917.0,Millenials
25272,Thailand2013,0.724,"420,333,333,333",6917.0,Silent
25273,Thailand2013,0.724,"420,333,333,333",6917.0,Generation X
25274,Thailand2013,0.724,"420,333,333,333",6917.0,Boomers
25275,Thailand2013,0.724,"420,333,333,333",6917.0,Millenials
25276,Thailand2013,0.724,"420,333,333,333",6917.0,Millenials
25277,Thailand2013,0.724,"420,333,333,333",6917.0,Generation Z
25278,Thailand2013,0.724,"420,333,333,333",6917.0,Generation Z
25279,Thailand2014,0.726,"407,339,361,696",6662.0,Millenials
25280,Thailand2014,0.726,"407,339,361,696",6662.0,Silent
25281,Thailand2014,0.726,"407,339,361,696",6662.0,Boomers
25282,Thailand2014,0.726,"407,339,361,696",6662.0,Generation X
25283,Thailand2014,0.726,"407,339,361,696",6662.0,Millenials
25284,Thailand2014,0.726,"407,339,361,696",,Silent
25285,Thailand2014,0.726,"407,339,361,696",6662.0,Boomers
25286,Thailand2014,0.726,"407,339,361,696",,Generation X
25287,Thailand2014,0.726,"407,339,361,696",6662.0,Millenials
25288,Thailand2014,0.726,"407,339,361,696",6662.0,Millenials
25289,Thailand2014,0.726,"407,339,361,696",6662.0,Generation Z
25290,Thailand2014,0.726,"407,339,361,696",6662.0,Generation Z
25291,Thailand2015,,"401,399,422,443",6552.0,Silent
25292,Thailand2015,,"401,399,422,443",6552.0,Generation X
25293,Thailand2015,,"401,399,422,443",6552.0,Boomers
25294,Thailand2015,,"401,399,422,443",6552.0,Millenials
25295,Thailand2015,,"401,399,422,443",6552.0,Millenials
25296,Thailand2015,,"401,399,422,443",6552.0,Boomers
25297,Thailand2015,,"401,399,422,443",6552.0,Silent
25298,Thailand2015,,"401,399,422,443",6552.0,Generation X
25299,Thailand2015,,"401,399,422,443",6552.0,Millenials
25300,Thailand2015,,"401,399,422,443",6552.0,Millenials
25301,Thailand2015,,"401,399,422,443",6552.0,Generation Z
25302,Thailand2015,,"401,399,422,443",,Generation Z
25303,Thailand2016,,"411,755,164,833",6713.0,Boomers
25304,Thailand2016,,"411,755,164,833",6713.0,Generation X
25305,Thailand2016,,"411,755,164,833",6713.0,Silent
25306,Thailand2016,,"411,755,164,833",,Millenials
25307,Thailand2016,,"411,755,164,833",,Millenials
25308,Thailand2016,,"411,755,164,833",6713.0,Silent
25309,Thailand2016,,"411,755,164,833",6713.0,Boomers
25310,Thailand2016,,"411,755,164,833",6713.0,Generation X
25311,Thailand2016,,"411,755,164,833",6713.0,Millenials
25312,Thailand2016,,"411,755,164,833",6713.0,Millenials
25313,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,Silent
25314,Trinidad and Tobago1985,0.673,"7,375,918,367",,Boomers
25315,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,G.I. Generation
25316,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,Generation X
25317,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,Generation X
25318,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,Boomers
25319,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,Generation X
25320,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,Silent
25321,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,Generation X
25322,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,G.I. Generation
25323,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,G.I. Generation
25324,Trinidad and Tobago1985,0.673,"7,375,918,367",7317.0,G.I. Generation
25325,Trinidad and Tobago1986,,"4,794,444,444",,Boomers
25326,Trinidad and Tobago1986,,"4,794,444,444",4516.0,Silent
25327,Trinidad and Tobago1986,,"4,794,444,444",4516.0,G.I. Generation
25328,Trinidad and Tobago1986,,"4,794,444,444",4516.0,G.I. Generation
25329,Trinidad and Tobago1986,,"4,794,444,444",4516.0,Generation X
25330,Trinidad and Tobago1986,,"4,794,444,444",4516.0,Generation X
25331,Trinidad and Tobago1986,,"4,794,444,444",4516.0,Boomers
25332,Trinidad and Tobago1986,,"4,794,444,444",4516.0,G.I. Generation
25333,Trinidad and Tobago1986,,"4,794,444,444",,Silent
25334,Trinidad and Tobago1986,,"4,794,444,444",4516.0,G.I. Generation
25335,Trinidad and Tobago1986,,"4,794,444,444",4516.0,Generation X
25336,Trinidad and Tobago1986,,"4,794,444,444",,Generation X
25337,Trinidad and Tobago1987,,"4,797,777,778",4449.0,G.I. Generation
25338,Trinidad and Tobago1987,,"4,797,777,778",,Boomers
25339,Trinidad and Tobago1987,,"4,797,777,778",4449.0,Silent
25340,Trinidad and Tobago1987,,"4,797,777,778",,Generation X
25341,Trinidad and Tobago1987,,"4,797,777,778",4449.0,G.I. Generation
25342,Trinidad and Tobago1987,,"4,797,777,778",,Silent
25343,Trinidad and Tobago1987,,"4,797,777,778",4449.0,Boomers
25344,Trinidad and Tobago1987,,"4,797,777,778",4449.0,Generation X
25345,Trinidad and Tobago1987,,"4,797,777,778",4449.0,G.I. Generation
25346,Trinidad and Tobago1987,,"4,797,777,778",4449.0,Generation X
25347,Trinidad and Tobago1987,,"4,797,777,778",4449.0,Generation X
25348,Trinidad and Tobago1987,,"4,797,777,778",4449.0,G.I. Generation
25349,Trinidad and Tobago1988,,"4,496,852,073",,G.I. Generation
25350,Trinidad and Tobago1988,,"4,496,852,073",4104.0,Boomers
25351,Trinidad and Tobago1988,,"4,496,852,073",4104.0,G.I. Generation
25352,Trinidad and Tobago1988,,"4,496,852,073",4104.0,Silent
25353,Trinidad and Tobago1988,,"4,496,852,073",4104.0,Generation X
25354,Trinidad and Tobago1988,,"4,496,852,073",4104.0,G.I. Generation
25355,Trinidad and Tobago1988,,"4,496,852,073",,Boomers
25356,Trinidad and Tobago1988,,"4,496,852,073",4104.0,Silent
25357,Trinidad and Tobago1988,,"4,496,852,073",4104.0,Generation X
25358,Trinidad and Tobago1988,,"4,496,852,073",4104.0,Generation X
25359,Trinidad and Tobago1988,,"4,496,852,073",4104.0,G.I. Generation
25360,Trinidad and Tobago1988,,"4,496,852,073",4104.0,Generation X
25361,Trinidad and Tobago1989,,"4,323,058,824",4040.0,Silent
25362,Trinidad and Tobago1989,,"4,323,058,824",4040.0,Boomers
25363,Trinidad and Tobago1989,,"4,323,058,824",4040.0,G.I. Generation
25364,Trinidad and Tobago1989,,"4,323,058,824",4040.0,Generation X
25365,Trinidad and Tobago1989,,"4,323,058,824",4040.0,G.I. Generation
25366,Trinidad and Tobago1989,,"4,323,058,824",4040.0,Generation X
25367,Trinidad and Tobago1989,,"4,323,058,824",4040.0,Silent
25368,Trinidad and Tobago1989,,"4,323,058,824",4040.0,G.I. Generation
25369,Trinidad and Tobago1989,,"4,323,058,824",4040.0,Boomers
25370,Trinidad and Tobago1989,,"4,323,058,824",4040.0,G.I. Generation
25371,Trinidad and Tobago1989,,"4,323,058,824",,Generation X
25372,Trinidad and Tobago1989,,"4,323,058,824",4040.0,Generation X
25373,Trinidad and Tobago1990,0.673,"5,068,000,000",4656.0,Boomers
25374,Trinidad and Tobago1990,0.673,"5,068,000,000",,G.I. Generation
25375,Trinidad and Tobago1990,0.673,"5,068,000,000",,Silent
25376,Trinidad and Tobago1990,0.673,"5,068,000,000",4656.0,Generation X
25377,Trinidad and Tobago1990,0.673,"5,068,000,000",4656.0,Generation X
25378,Trinidad and Tobago1990,0.673,"5,068,000,000",4656.0,G.I. Generation
25379,Trinidad and Tobago1990,0.673,"5,068,000,000",4656.0,Silent
25380,Trinidad and Tobago1990,0.673,"5,068,000,000",4656.0,G.I. Generation
25381,Trinidad and Tobago1990,0.673,"5,068,000,000",4656.0,Boomers
25382,Trinidad and Tobago1990,0.673,"5,068,000,000",4656.0,G.I. Generation
25383,Trinidad and Tobago1990,0.673,"5,068,000,000",4656.0,Generation X
25384,Trinidad and Tobago1990,0.673,"5,068,000,000",4656.0,Generation X
25385,Trinidad and Tobago1991,,"5,307,905,882",4817.0,Generation X
25386,Trinidad and Tobago1991,,"5,307,905,882",4817.0,Silent
25387,Trinidad and Tobago1991,,"5,307,905,882",4817.0,Boomers
25388,Trinidad and Tobago1991,,"5,307,905,882",4817.0,Boomers
25389,Trinidad and Tobago1991,,"5,307,905,882",,Generation X
25390,Trinidad and Tobago1991,,"5,307,905,882",4817.0,Boomers
25391,Trinidad and Tobago1991,,"5,307,905,882",4817.0,G.I. Generation
25392,Trinidad and Tobago1991,,"5,307,905,882",4817.0,Boomers
25393,Trinidad and Tobago1991,,"5,307,905,882",,Silent
25394,Trinidad and Tobago1991,,"5,307,905,882",4817.0,Millenials
25395,Trinidad and Tobago1991,,"5,307,905,882",4817.0,Millenials
25396,Trinidad and Tobago1991,,"5,307,905,882",,G.I. Generation
25397,Trinidad and Tobago1992,,"5,439,552,941",4803.0,G.I. Generation
25398,Trinidad and Tobago1992,,"5,439,552,941",4803.0,Boomers
25399,Trinidad and Tobago1992,,"5,439,552,941",4803.0,Boomers
25400,Trinidad and Tobago1992,,"5,439,552,941",4803.0,Silent
25401,Trinidad and Tobago1992,,"5,439,552,941",4803.0,Generation X
25402,Trinidad and Tobago1992,,"5,439,552,941",4803.0,Generation X
25403,Trinidad and Tobago1992,,"5,439,552,941",4803.0,Boomers
25404,Trinidad and Tobago1992,,"5,439,552,941",4803.0,Silent
25405,Trinidad and Tobago1992,,"5,439,552,941",,Boomers
25406,Trinidad and Tobago1992,,"5,439,552,941",4803.0,Millenials
25407,Trinidad and Tobago1992,,"5,439,552,941",,Millenials
25408,Trinidad and Tobago1992,,"5,439,552,941",4803.0,G.I. Generation
25409,Trinidad and Tobago1993,,"4,669,488,516",4066.0,Boomers
25410,Trinidad and Tobago1993,,"4,669,488,516",4066.0,Boomers
25411,Trinidad and Tobago1993,,"4,669,488,516",,Silent
25412,Trinidad and Tobago1993,,"4,669,488,516",4066.0,Generation X
25413,Trinidad and Tobago1993,,"4,669,488,516",4066.0,Generation X
25414,Trinidad and Tobago1993,,"4,669,488,516",4066.0,G.I. Generation
25415,Trinidad and Tobago1993,,"4,669,488,516",4066.0,Boomers
25416,Trinidad and Tobago1993,,"4,669,488,516",4066.0,Silent
25417,Trinidad and Tobago1993,,"4,669,488,516",,Boomers
25418,Trinidad and Tobago1993,,"4,669,488,516",4066.0,Millenials
25419,Trinidad and Tobago1993,,"4,669,488,516",4066.0,G.I. Generation
25420,Trinidad and Tobago1993,,"4,669,488,516",4066.0,Millenials
25421,Trinidad and Tobago1994,,"4,947,205,860",4254.0,Silent
25422,Trinidad and Tobago1994,,"4,947,205,860",4254.0,Boomers
25423,Trinidad and Tobago1994,,"4,947,205,860",4254.0,Boomers
25424,Trinidad and Tobago1994,,"4,947,205,860",4254.0,G.I. Generation
25425,Trinidad and Tobago1994,,"4,947,205,860",,Generation X
25426,Trinidad and Tobago1994,,"4,947,205,860",4254.0,Boomers
25427,Trinidad and Tobago1994,,"4,947,205,860",4254.0,Generation X
25428,Trinidad and Tobago1994,,"4,947,205,860",4254.0,Boomers
25429,Trinidad and Tobago1994,,"4,947,205,860",4254.0,Silent
25430,Trinidad and Tobago1994,,"4,947,205,860",4254.0,Millenials
25431,Trinidad and Tobago1994,,"4,947,205,860",4254.0,Millenials
25432,Trinidad and Tobago1994,,"4,947,205,860",4254.0,G.I. Generation
25433,Trinidad and Tobago1995,0.684,"5,329,214,163",,G.I. Generation
25434,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,Generation X
25435,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,Silent
25436,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,Boomers
25437,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,Generation X
25438,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,Generation X
25439,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,Generation X
25440,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,Boomers
25441,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,Silent
25442,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,Millenials
25443,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,Millenials
25444,Trinidad and Tobago1995,0.684,"5,329,214,163",4637.0,G.I. Generation
25445,Trinidad and Tobago1996,,"5,759,537,726",4982.0,G.I. Generation
25446,Trinidad and Tobago1996,,"5,759,537,726",4982.0,Generation X
25447,Trinidad and Tobago1996,,"5,759,537,726",4982.0,Silent
25448,Trinidad and Tobago1996,,"5,759,537,726",4982.0,Boomers
25449,Trinidad and Tobago1996,,"5,759,537,726",,Generation X
25450,Trinidad and Tobago1996,,"5,759,537,726",4982.0,Generation X
25451,Trinidad and Tobago1996,,"5,759,537,726",4982.0,G.I. Generation
25452,Trinidad and Tobago1996,,"5,759,537,726",4982.0,Silent
25453,Trinidad and Tobago1996,,"5,759,537,726",4982.0,Generation X
25454,Trinidad and Tobago1996,,"5,759,537,726",4982.0,Boomers
25455,Trinidad and Tobago1996,,"5,759,537,726",4982.0,Millenials
25456,Trinidad and Tobago1996,,"5,759,537,726",4982.0,Millenials
25457,Trinidad and Tobago1997,,"5,737,751,332",4937.0,G.I. Generation
25458,Trinidad and Tobago1997,,"5,737,751,332",,Generation X
25459,Trinidad and Tobago1997,,"5,737,751,332",4937.0,Silent
25460,Trinidad and Tobago1997,,"5,737,751,332",4937.0,Boomers
25461,Trinidad and Tobago1997,,"5,737,751,332",4937.0,Generation X
25462,Trinidad and Tobago1997,,"5,737,751,332",,Generation X
25463,Trinidad and Tobago1997,,"5,737,751,332",,Generation X
25464,Trinidad and Tobago1997,,"5,737,751,332",4937.0,Silent
25465,Trinidad and Tobago1997,,"5,737,751,332",4937.0,Boomers
25466,Trinidad and Tobago1997,,"5,737,751,332",4937.0,Millenials
25467,Trinidad and Tobago1997,,"5,737,751,332",4937.0,Millenials
25468,Trinidad and Tobago1997,,"5,737,751,332",4937.0,G.I. Generation
25469,Trinidad and Tobago1998,,"6,043,694,330",5175.0,G.I. Generation
25470,Trinidad and Tobago1998,,"6,043,694,330",5175.0,Boomers
25471,Trinidad and Tobago1998,,"6,043,694,330",,Generation X
25472,Trinidad and Tobago1998,,"6,043,694,330",5175.0,Silent
25473,Trinidad and Tobago1998,,"6,043,694,330",5175.0,Generation X
25474,Trinidad and Tobago1998,,"6,043,694,330",5175.0,G.I. Generation
25475,Trinidad and Tobago1998,,"6,043,694,330",5175.0,Generation X
25476,Trinidad and Tobago1998,,"6,043,694,330",5175.0,Generation X
25477,Trinidad and Tobago1998,,"6,043,694,330",5175.0,Boomers
25478,Trinidad and Tobago1998,,"6,043,694,330",5175.0,Millenials
25479,Trinidad and Tobago1998,,"6,043,694,330",,Silent
25480,Trinidad and Tobago1998,,"6,043,694,330",5175.0,Millenials
25481,Trinidad and Tobago1999,,"6,808,982,521",5803.0,Silent
25482,Trinidad and Tobago1999,,"6,808,982,521",5803.0,Generation X
25483,Trinidad and Tobago1999,,"6,808,982,521",5803.0,Boomers
25484,Trinidad and Tobago1999,,"6,808,982,521",5803.0,Generation X
25485,Trinidad and Tobago1999,,"6,808,982,521",,Generation X
25486,Trinidad and Tobago1999,,"6,808,982,521",,G.I. Generation
25487,Trinidad and Tobago1999,,"6,808,982,521",5803.0,Generation X
25488,Trinidad and Tobago1999,,"6,808,982,521",5803.0,Boomers
25489,Trinidad and Tobago1999,,"6,808,982,521",,Silent
25490,Trinidad and Tobago1999,,"6,808,982,521",5803.0,G.I. Generation
25491,Trinidad and Tobago1999,,"6,808,982,521",5803.0,Millenials
25492,Trinidad and Tobago1999,,"6,808,982,521",,Millenials
25493,Trinidad and Tobago2000,0.717,"8,154,338,233",6920.0,G.I. Generation
25494,Trinidad and Tobago2000,0.717,"8,154,338,233",6920.0,Boomers
25495,Trinidad and Tobago2000,0.717,"8,154,338,233",6920.0,Generation X
25496,Trinidad and Tobago2000,0.717,"8,154,338,233",6920.0,Silent
25497,Trinidad and Tobago2000,0.717,"8,154,338,233",,G.I. Generation
25498,Trinidad and Tobago2000,0.717,"8,154,338,233",,Generation X
25499,Trinidad and Tobago2000,0.717,"8,154,338,233",6920.0,Generation X
25500,Trinidad and Tobago2000,0.717,"8,154,338,233",6920.0,Silent
25501,Trinidad and Tobago2000,0.717,"8,154,338,233",6920.0,Generation X
25502,Trinidad and Tobago2000,0.717,"8,154,338,233",6920.0,Boomers
25503,Trinidad and Tobago2000,0.717,"8,154,338,233",6920.0,Millenials
25504,Trinidad and Tobago2000,0.717,"8,154,338,233",,Millenials
25505,Trinidad and Tobago2001,,"8,824,873,259",7458.0,Silent
25506,Trinidad and Tobago2001,,"8,824,873,259",7458.0,Boomers
25507,Trinidad and Tobago2001,,"8,824,873,259",,Generation X
25508,Trinidad and Tobago2001,,"8,824,873,259",7458.0,Silent
25509,Trinidad and Tobago2001,,"8,824,873,259",7458.0,Millenials
25510,Trinidad and Tobago2001,,"8,824,873,259",7458.0,Millenials
25511,Trinidad and Tobago2001,,"8,824,873,259",7458.0,Silent
25512,Trinidad and Tobago2001,,"8,824,873,259",7458.0,Boomers
25513,Trinidad and Tobago2001,,"8,824,873,259",7458.0,Silent
25514,Trinidad and Tobago2001,,"8,824,873,259",7458.0,Generation X
25515,Trinidad and Tobago2001,,"8,824,873,259",7458.0,Millenials
25516,Trinidad and Tobago2001,,"8,824,873,259",,Millenials
25517,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Generation X
25518,Trinidad and Tobago2002,,"9,008,273,721",,Boomers
25519,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Silent
25520,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Silent
25521,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Millenials
25522,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Generation X
25523,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Millenials
25524,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Silent
25525,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Boomers
25526,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Millenials
25527,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Silent
25528,Trinidad and Tobago2002,,"9,008,273,721",7578.0,Millenials
25529,Trinidad and Tobago2003,,"11,305,459,802",,Silent
25530,Trinidad and Tobago2003,,"11,305,459,802",,Silent
25531,Trinidad and Tobago2003,,"11,305,459,802",9465.0,Generation X
25532,Trinidad and Tobago2003,,"11,305,459,802",9465.0,Boomers
25533,Trinidad and Tobago2003,,"11,305,459,802",9465.0,Millenials
25534,Trinidad and Tobago2003,,"11,305,459,802",,Millenials
25535,Trinidad and Tobago2003,,"11,305,459,802",9465.0,Silent
25536,Trinidad and Tobago2003,,"11,305,459,802",9465.0,Boomers
25537,Trinidad and Tobago2003,,"11,305,459,802",9465.0,Generation X
25538,Trinidad and Tobago2003,,"11,305,459,802",9465.0,Silent
25539,Trinidad and Tobago2003,,"11,305,459,802",9465.0,Millenials
25540,Trinidad and Tobago2003,,"11,305,459,802",9465.0,Millenials
25541,Trinidad and Tobago2004,,"13,280,275,123",,Generation X
25542,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Silent
25543,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Silent
25544,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Boomers
25545,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Millenials
25546,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Silent
25547,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Silent
25548,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Generation X
25549,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Boomers
25550,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Millenials
25551,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Millenials
25552,Trinidad and Tobago2004,,"13,280,275,123",11066.0,Millenials
25553,Trinidad and Tobago2005,0.753,"15,982,282,462",,Silent
25554,Trinidad and Tobago2005,0.753,"15,982,282,462",13258.0,Generation X
25555,Trinidad and Tobago2005,0.753,"15,982,282,462",13258.0,Boomers
25556,Trinidad and Tobago2005,0.753,"15,982,282,462",13258.0,Silent
25557,Trinidad and Tobago2005,0.753,"15,982,282,462",13258.0,Millenials
25558,Trinidad and Tobago2005,0.753,"15,982,282,462",13258.0,Silent
25559,Trinidad and Tobago2005,0.753,"15,982,282,462",13258.0,Millenials
25560,Trinidad and Tobago2005,0.753,"15,982,282,462",13258.0,Generation X
25561,Trinidad and Tobago2005,0.753,"15,982,282,462",13258.0,Boomers
25562,Trinidad and Tobago2005,0.753,"15,982,282,462",13258.0,Silent
25563,Trinidad and Tobago2005,0.753,"15,982,282,462",13258.0,Millenials
25564,Trinidad and Tobago2005,0.753,"15,982,282,462",,Millenials
25565,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Boomers
25566,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Generation X
25567,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Silent
25568,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Silent
25569,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Millenials
25570,Trinidad and Tobago2006,,"18,369,070,085",,Silent
25571,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Millenials
25572,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Generation X
25573,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Boomers
25574,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Millenials
25575,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Millenials
25576,Trinidad and Tobago2006,,"18,369,070,085",15190.0,Silent
25577,Trinidad and Tobago2007,,"21,642,304,046",17827.0,Silent
25578,Trinidad and Tobago2007,,"21,642,304,046",17827.0,Generation X
25579,Trinidad and Tobago2007,,"21,642,304,046",17827.0,Boomers
25580,Trinidad and Tobago2007,,"21,642,304,046",17827.0,Silent
25581,Trinidad and Tobago2007,,"21,642,304,046",17827.0,Millenials
25582,Trinidad and Tobago2007,,"21,642,304,046",17827.0,Generation X
25583,Trinidad and Tobago2007,,"21,642,304,046",17827.0,Silent
25584,Trinidad and Tobago2007,,"21,642,304,046",17827.0,Silent
25585,Trinidad and Tobago2007,,"21,642,304,046",,Millenials
25586,Trinidad and Tobago2007,,"21,642,304,046",,Boomers
25587,Trinidad and Tobago2007,,"21,642,304,046",17827.0,Generation Z
25588,Trinidad and Tobago2007,,"21,642,304,046",17827.0,Generation Z
25589,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Boomers
25590,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Silent
25591,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Generation X
25592,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Silent
25593,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Millenials
25594,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Millenials
25595,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Boomers
25596,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Generation X
25597,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Silent
25598,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Silent
25599,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Generation Z
25600,Trinidad and Tobago2008,,"27,870,257,894",22857.0,Generation Z
25601,Trinidad and Tobago2009,,"19,175,196,446",15652.0,Generation X
25602,Trinidad and Tobago2009,,"19,175,196,446",15652.0,Millenials
25603,Trinidad and Tobago2009,,"19,175,196,446",15652.0,Boomers
25604,Trinidad and Tobago2009,,"19,175,196,446",,Silent
25605,Trinidad and Tobago2009,,"19,175,196,446",15652.0,Silent
25606,Trinidad and Tobago2009,,"19,175,196,446",15652.0,Silent
25607,Trinidad and Tobago2009,,"19,175,196,446",15652.0,Millenials
25608,Trinidad and Tobago2009,,"19,175,196,446",15652.0,Generation X
25609,Trinidad and Tobago2009,,"19,175,196,446",,Boomers
25610,Trinidad and Tobago2009,,"19,175,196,446",15652.0,Generation Z
25611,Trinidad and Tobago2009,,"19,175,196,446",15652.0,Generation Z
25612,Trinidad and Tobago2009,,"19,175,196,446",15652.0,Silent
25613,Trinidad and Tobago2010,0.772,"22,157,948,396",18000.0,Generation X
25614,Trinidad and Tobago2010,0.772,"22,157,948,396",18000.0,Silent
25615,Trinidad and Tobago2010,0.772,"22,157,948,396",18000.0,Generation X
25616,Trinidad and Tobago2010,0.772,"22,157,948,396",18000.0,Silent
25617,Trinidad and Tobago2010,0.772,"22,157,948,396",18000.0,Millenials
25618,Trinidad and Tobago2010,0.772,"22,157,948,396",18000.0,Millenials
25619,Trinidad and Tobago2010,0.772,"22,157,948,396",18000.0,Generation X
25620,Trinidad and Tobago2010,0.772,"22,157,948,396",18000.0,Generation X
25621,Trinidad and Tobago2010,0.772,"22,157,948,396",,Silent
25622,Trinidad and Tobago2010,0.772,"22,157,948,396",18000.0,Generation Z
25623,Trinidad and Tobago2010,0.772,"22,157,948,396",18000.0,Generation Z
25624,Trinidad and Tobago2010,0.772,"22,157,948,396",,Silent
25625,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Silent
25626,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Generation X
25627,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Boomers
25628,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Millenials
25629,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Millenials
25630,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Millenials
25631,Trinidad and Tobago2011,0.767,"25,433,011,405",,Millenials
25632,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Generation X
25633,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Boomers
25634,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Generation Z
25635,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Silent
25636,Trinidad and Tobago2011,0.767,"25,433,011,405",20557.0,Generation Z
25637,Turkey2009,,"644,639,902,581",9773.0,Silent
25638,Turkey2009,,"644,639,902,581",9773.0,Silent
25639,Turkey2009,,"644,639,902,581",9773.0,Boomers
